id,symbol,timestamp,open,high,low,close,volume,trade_count,vwap,timeframe,data_source,created_at
1762,AAPL,2025-01-02 05:00:00.000000,248.07,248.24,240.98,243.0,55740731,685448,243.49,Day,Alpaca,2025-08-15 16:54:21
1763,AAPL,2025-01-03 05:00:00.000000,242.52,243.33,241.05,242.52,40244114,493786,242.23,Day,Alpaca,2025-08-15 16:54:21
1764,AAPL,2025-01-06 05:00:00.000000,243.46,246.47,242.36,244.15,45045571,493920,244.39,Day,Alpaca,2025-08-15 16:54:21
1765,AAPL,2025-01-07 05:00:00.000000,242.14,244.7,240.51,241.37,40855960,462887,242.17,Day,Alpaca,2025-08-15 16:54:21
1766,AAPL,2025-01-08 05:00:00.000000,241.08,242.87,239.22,241.86,37628940,406916,241.43,Day,Alpaca,2025-08-15 16:54:21
1767,AAPL,2025-01-10 05:00:00.000000,239.18,239.33,232.19,236.03,61710856,685976,235.74,Day,Alpaca,2025-08-15 16:54:21
1768,AAPL,2025-01-13 05:00:00.000000,232.72,233.86,228.92,233.59,49630725,561231,231.79,Day,Alpaca,2025-08-15 16:54:21
1769,AAPL,2025-01-14 05:00:00.000000,233.94,235.3,231.67,232.47,39435294,436333,233.14,Day,Alpaca,2025-08-15 16:54:21
1770,AAPL,2025-01-15 05:00:00.000000,233.82,238.13,233.62,237.05,39831969,418804,236.77,Day,Alpaca,2025-08-15 16:54:21
1771,AAPL,2025-01-16 05:00:00.000000,236.53,237.18,227.24,227.47,71759052,786112,229.8,Day,Alpaca,2025-08-15 16:54:21
1772,AAPL,2025-01-17 05:00:00.000000,231.31,231.48,227.69,229.18,68488301,579302,229.77,Day,Alpaca,2025-08-15 16:54:21
1773,AAPL,2025-01-21 05:00:00.000000,223.22,223.64,218.62,221.87,98070429,1220197,220.78,Day,Alpaca,2025-08-15 16:54:21
1774,AAPL,2025-01-22 05:00:00.000000,219.03,223.34,219.03,223.05,64126500,683037,221.95,Day,Alpaca,2025-08-15 16:54:21
1775,AAPL,2025-01-23 05:00:00.000000,223.96,226.24,221.53,222.88,60234760,619806,223.41,Day,Alpaca,2025-08-15 16:54:21
1776,AAPL,2025-01-24 05:00:00.000000,224.0,224.85,220.64,222.01,54697907,579473,222.32,Day,Alpaca,2025-08-15 16:54:21
1777,AAPL,2025-01-27 05:00:00.000000,223.24,231.34,223.2,229.06,94863418,1008209,228.27,Day,Alpaca,2025-08-15 16:54:21
1778,AAPL,2025-01-28 05:00:00.000000,230.05,239.36,230.01,237.43,75707569,788818,236.77,Day,Alpaca,2025-08-15 16:54:21
1779,AAPL,2025-01-29 05:00:00.000000,233.31,239.02,233.2,238.53,45486100,515214,236.71,Day,Alpaca,2025-08-15 16:54:21
1780,AAPL,2025-01-30 05:00:00.000000,237.84,239.95,236.39,236.77,55658279,636380,237.84,Day,Alpaca,2025-08-15 16:54:21
1781,AAPL,2025-01-31 05:00:00.000000,246.33,246.33,232.63,235.18,101075128,936710,237.91,Day,Alpaca,2025-08-15 16:54:21
1782,AAPL,2025-02-03 05:00:00.000000,229.19,231.03,224.92,227.22,72998404,850831,227.37,Day,Alpaca,2025-08-15 16:54:21
1783,AAPL,2025-02-04 05:00:00.000000,226.46,232.32,225.86,231.99,44902694,494709,230.41,Day,Alpaca,2025-08-15 16:54:21
1784,AAPL,2025-02-05 05:00:00.000000,227.74,231.86,227.48,231.66,39664989,445631,230.16,Day,Alpaca,2025-08-15 16:54:21
1785,AAPL,2025-02-06 05:00:00.000000,230.48,232.99,229.63,232.41,29925349,375401,231.57,Day,Alpaca,2025-08-15 16:54:21
1786,AAPL,2025-02-07 05:00:00.000000,231.79,233.19,226.47,226.84,39487057,484221,228.39,Day,Alpaca,2025-08-15 16:54:21
1787,AAPL,2025-02-10 05:00:00.000000,229.03,230.04,226.66,227.11,33102191,398008,228.01,Day,Alpaca,2025-08-15 16:54:21
1788,AAPL,2025-02-11 05:00:00.000000,227.66,234.67,227.59,232.07,53718362,552127,232.18,Day,Alpaca,2025-08-15 16:54:21
1789,AAPL,2025-02-12 05:00:00.000000,230.65,236.4,230.13,236.31,45243292,486475,234.59,Day,Alpaca,2025-08-15 16:54:21
1790,AAPL,2025-02-13 05:00:00.000000,236.35,241.76,235.01,240.96,53614054,531132,239.8,Day,Alpaca,2025-08-15 16:54:21
1791,AAPL,2025-02-14 05:00:00.000000,240.68,244.97,240.42,244.02,40896227,481732,243.49,Day,Alpaca,2025-08-15 16:54:21
1792,AAPL,2025-02-18 05:00:00.000000,243.57,244.6,241.27,243.89,48822491,486720,243.49,Day,Alpaca,2025-08-15 16:54:21
1793,AAPL,2025-02-19 05:00:00.000000,244.08,245.43,242.58,244.29,32146308,382617,244.12,Day,Alpaca,2025-08-15 16:54:21
1794,AAPL,2025-02-20 05:00:00.000000,244.36,246.19,243.71,245.25,32316907,405771,245.06,Day,Alpaca,2025-08-15 16:54:21
1795,AAPL,2025-02-21 05:00:00.000000,245.37,248.1,244.64,244.97,53197431,508398,245.8,Day,Alpaca,2025-08-15 16:54:21
1796,AAPL,2025-02-24 05:00:00.000000,244.34,248.27,243.84,246.51,51326396,593130,246.72,Day,Alpaca,2025-08-15 16:54:21
1797,AAPL,2025-02-25 05:00:00.000000,247.41,249.41,244.33,246.45,48013272,574045,246.96,Day,Alpaca,2025-08-15 16:54:21
1798,AAPL,2025-02-26 05:00:00.000000,243.75,244.4,238.56,239.79,44433564,557242,241.09,Day,Alpaca,2025-08-15 16:54:21
1799,AAPL,2025-02-27 05:00:00.000000,238.84,241.88,236.5,236.74,41153639,503479,238.88,Day,Alpaca,2025-08-15 16:54:21
1800,AAPL,2025-02-28 05:00:00.000000,236.39,241.52,229.65,241.27,56833360,572585,238.83,Day,Alpaca,2025-08-15 16:54:21
1801,AAPL,2025-03-03 05:00:00.000000,241.22,243.45,235.55,237.46,47183985,557039,239.41,Day,Alpaca,2025-08-15 16:54:21
1802,AAPL,2025-03-04 05:00:00.000000,237.14,239.5,234.12,235.37,53798062,685400,236.94,Day,Alpaca,2025-08-15 16:54:21
1803,AAPL,2025-03-05 05:00:00.000000,234.86,235.99,228.69,235.18,47227643,558645,233.23,Day,Alpaca,2025-08-15 16:54:21
1804,AAPL,2025-03-06 05:00:00.000000,233.88,237.3,232.6,234.77,45170419,551790,234.74,Day,Alpaca,2025-08-15 16:54:21
1805,AAPL,2025-03-07 05:00:00.000000,234.55,240.8,234.2,238.5,46273565,581196,238.37,Day,Alpaca,2025-08-15 16:54:21
1806,AAPL,2025-03-10 04:00:00.000000,234.98,235.6,223.69,226.94,72071197,1152721,227.08,Day,Alpaca,2025-08-15 16:54:21
1807,AAPL,2025-03-11 04:00:00.000000,223.27,225.3,216.93,220.32,76137410,899698,220.57,Day,Alpaca,2025-08-15 16:54:21
1808,AAPL,2025-03-12 04:00:00.000000,219.62,221.22,214.4,216.46,62547467,792931,217.08,Day,Alpaca,2025-08-15 16:54:21
1809,AAPL,2025-03-13 04:00:00.000000,215.44,216.32,207.93,209.18,61368330,768934,211.52,Day,Alpaca,2025-08-15 16:54:21
1810,AAPL,2025-03-14 04:00:00.000000,210.75,213.44,209.08,212.98,60107582,668917,211.96,Day,Alpaca,2025-08-15 16:54:21
1811,AAPL,2025-03-17 04:00:00.000000,212.8,214.71,209.47,213.49,48073426,577436,212.7,Day,Alpaca,2025-08-15 16:54:21
1812,AAPL,2025-03-18 04:00:00.000000,213.65,214.64,210.99,212.19,42432426,493004,212.6,Day,Alpaca,2025-08-15 16:54:21
1813,AAPL,2025-03-19 04:00:00.000000,213.71,218.24,213.24,214.73,54385391,524678,215.1,Day,Alpaca,2025-08-15 16:54:21
1814,AAPL,2025-03-20 04:00:00.000000,213.48,216.97,211.72,213.59,48862947,499769,213.89,Day,Alpaca,2025-08-15 16:54:21
1815,AAPL,2025-03-21 04:00:00.000000,211.06,218.32,210.78,217.75,94127768,496948,215.22,Day,Alpaca,2025-08-15 16:54:21
1816,AAPL,2025-03-24 04:00:00.000000,220.48,220.95,218.06,220.21,44299483,495018,219.56,Day,Alpaca,2025-08-15 16:54:21
1817,AAPL,2025-03-25 04:00:00.000000,220.25,223.57,219.56,223.22,34493583,407132,222.59,Day,Alpaca,2025-08-15 16:54:21
1818,AAPL,2025-03-26 04:00:00.000000,222.98,224.49,219.95,221.0,34532656,440452,222.0,Day,Alpaca,2025-08-15 16:54:21
1819,AAPL,2025-03-27 04:00:00.000000,220.86,224.46,220.04,223.32,37094774,387119,222.82,Day,Alpaca,2025-08-15 16:54:21
1820,AAPL,2025-03-28 04:00:00.000000,221.14,223.28,217.16,217.38,39818617,485185,218.84,Day,Alpaca,2025-08-15 16:54:21
1821,AAPL,2025-03-31 04:00:00.000000,216.49,225.08,215.72,221.6,65298894,646558,220.12,Day,Alpaca,2025-08-15 16:54:21
1822,AAPL,2025-04-01 04:00:00.000000,219.28,223.15,218.38,222.66,36412740,594670,221.81,Day,Alpaca,2025-08-15 16:54:21
1823,AAPL,2025-04-02 04:00:00.000000,220.79,224.66,220.5,223.36,35905904,473114,223.24,Day,Alpaca,2025-08-15 16:54:21
1824,AAPL,2025-04-03 04:00:00.000000,205.05,207.0,200.77,202.71,103418915,1366636,203.53,Day,Alpaca,2025-08-15 16:54:21
1825,AAPL,2025-04-04 04:00:00.000000,193.43,199.41,186.9,187.93,125908914,1716108,191.97,Day,Alpaca,2025-08-15 16:54:21
1826,AAPL,2025-04-07 04:00:00.000000,176.78,193.69,174.21,181.03,160466286,2117015,180.05,Day,Alpaca,2025-08-15 16:54:21
1827,AAPL,2025-04-08 04:00:00.000000,186.26,189.88,168.81,172.01,120853216,1671395,178.74,Day,Alpaca,2025-08-15 16:54:21
1828,AAPL,2025-04-09 04:00:00.000000,171.54,200.13,171.48,198.38,184386792,2212850,187.9,Day,Alpaca,2025-08-15 16:54:21
1829,AAPL,2025-04-10 04:00:00.000000,188.62,194.32,182.57,189.97,121879981,1500041,189.42,Day,Alpaca,2025-08-15 16:54:21
1830,AAPL,2025-04-11 04:00:00.000000,185.66,199.07,185.62,197.68,87435915,1073191,195.22,Day,Alpaca,2025-08-15 16:54:21
1831,AAPL,2025-04-14 04:00:00.000000,210.94,212.43,200.68,202.04,101352911,1272714,204.93,Day,Alpaca,2025-08-15 16:54:21
1832,AAPL,2025-04-15 04:00:00.000000,201.38,203.03,199.33,201.66,51343872,595846,201.7,Day,Alpaca,2025-08-15 16:54:21
1833,AAPL,2025-04-16 04:00:00.000000,197.89,200.22,191.91,193.81,59732423,744249,195.38,Day,Alpaca,2025-08-15 16:54:21
1834,AAPL,2025-04-17 04:00:00.000000,196.73,198.36,193.96,196.51,52164408,537912,196.43,Day,Alpaca,2025-08-15 16:54:21
1835,AAPL,2025-04-21 04:00:00.000000,192.81,193.34,189.36,192.7,46742537,576340,191.51,Day,Alpaca,2025-08-15 16:54:21
1836,AAPL,2025-04-22 04:00:00.000000,195.65,201.11,195.5,199.27,52976297,608787,198.75,Day,Alpaca,2025-08-15 16:54:21
1837,AAPL,2025-04-23 04:00:00.000000,205.51,207.51,202.32,204.11,52929165,664354,204.86,Day,Alpaca,2025-08-15 16:54:21
1838,AAPL,2025-04-24 04:00:00.000000,204.4,208.33,202.46,207.88,47310989,490831,206.64,Day,Alpaca,2025-08-15 16:54:21
1839,AAPL,2025-04-25 04:00:00.000000,205.88,209.25,205.71,208.78,38222258,469917,207.93,Day,Alpaca,2025-08-15 16:54:21
1840,AAPL,2025-04-28 04:00:00.000000,209.5,211.0,206.97,209.64,38743074,436969,209.17,Day,Alpaca,2025-08-15 16:54:21
1841,AAPL,2025-04-29 04:00:00.000000,208.2,211.74,207.88,210.71,36827633,403524,210.51,Day,Alpaca,2025-08-15 16:54:21
1842,AAPL,2025-04-30 04:00:00.000000,208.8,213.07,206.18,212.0,52286454,501667,210.82,Day,Alpaca,2025-08-15 16:54:21
1843,AAPL,2025-05-01 04:00:00.000000,208.58,214.05,208.4,212.81,57365675,712566,211.96,Day,Alpaca,2025-08-15 16:54:21
1844,AAPL,2025-05-02 04:00:00.000000,205.6,206.5,201.68,204.86,101010621,1100613,204.3,Day,Alpaca,2025-08-15 16:54:21
1845,AAPL,2025-05-05 04:00:00.000000,202.62,203.62,197.74,198.42,69018452,770697,199.25,Day,Alpaca,2025-08-15 16:54:21
1846,AAPL,2025-05-06 04:00:00.000000,197.74,200.17,196.55,198.04,51216482,529849,198.39,Day,Alpaca,2025-08-15 16:54:21
1847,AAPL,2025-05-07 04:00:00.000000,198.7,198.97,192.79,195.78,68616943,753075,195.43,Day,Alpaca,2025-08-15 16:54:21
1848,AAPL,2025-05-08 04:00:00.000000,197.25,199.58,194.22,197.02,50478872,599001,197.3,Day,Alpaca,2025-08-15 16:54:21
1849,AAPL,2025-05-09 04:00:00.000000,198.53,200.06,197.07,198.06,36453923,423067,198.26,Day,Alpaca,2025-08-15 16:54:21
1850,AAPL,2025-05-12 04:00:00.000000,210.73,211.03,206.51,210.55,63775814,806841,209.43,Day,Alpaca,2025-08-15 16:54:21
